15.05.2021 0:21:05		УВЕДОМЛЕНИЕ	Все серверы доступны. Успешной работы.
15.05.2021 21:32:44		23	23	22	19
15.05.2021 21:42:31		24	23	39	20
15.05.2021 21:52:18		23	22	21	18
15.05.2021 22:02:05		23	22	57	23
15.05.2021 22:11:52		22	21	35	19
15.05.2021 22:21:37		УВЕДОМЛЕНИЕ	Все серверы доступны. Успешной работы.
15.05.2021 22:21:39		24	22	21	18
15.05.2021 22:31:26		22	21	41	20
15.05.2021 22:41:13		22	22	46	21
15.05.2021 22:50:59		22	21	27	19
15.05.2021 23:00:46		25	23	19	18
15.05.2021 23:10:33		22	22	21	19
15.05.2021 23:20:20		23	22	38	21
15.05.2021 23:30:07		23	22	38	22
15.05.2021 23:39:54		22	22	36	20
15.05.2021 23:49:41		23	22	42	20
15.05.2021 23:59:28		22	22	19	18
